label,left_0,left_1,left_2,left_3,left_4,left_5,left_6,left_7,left_8,left_9,left_10,left_11,left_12,left_13,left_14,left_15,left_16,left_17,left_18,left_19,left_20,left_21,left_22,left_23,left_24,left_25,left_26,left_27,left_28,left_29,left_30,left_31,left_32,left_33,left_34,left_35,left_36,left_37,left_38,left_39,left_40,left_41,right_0,right_1,right_2,right_3,right_4,right_5,right_6,right_7,right_8,right_9,right_10,right_11,right_12,right_13,right_14,right_15,right_16,right_17,right_18,right_19,right_20,right_21,right_22,right_23,right_24,right_25,right_26,right_27,right_28,right_29,right_30,right_31,right_32,right_33,right_34,right_35,right_36,right_37,right_38,right_39,right_40,right_41
left_only,0.0,0.0,-0.15325027704919178,-0.03812507218698394,-0.2929900296447881,-0.14503631929358812,-0.39800947151784016,-0.23056728832092552,-0.4905158684984078,-0.2774153539146974,-0.19643359824624726,-0.4847959024191539,-0.23811938262056062,-0.6756528960454244,-0.2533296528442245,-0.7976670630658185,-0.26105994865825044,-0.9016014372840215,-0.10769685619250019,-0.5250558794959591,-0.12947872202188648,-0.7487317170833331,-0.13956564991121886,-0.886979934714421,-0.14662481110615078,-1.0,-0.018067545107746285,-0.5169500527797558,-0.019433821778869778,-0.7308223672958647,-0.024168653582648247,-0.8585896326047875,-0.033190568806839855,-0.9692345722844043,0.07325370445181247,-0.4679903577951671,0.10953849955398386,-0.6251569693309436,0.12604351210591885,-0.7315378083155795,0.1340680453601903,-0.8305732511426831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
left_only,0.0,0.0,-0.1533018880563012,-0.037841214487964105,-0.2933715445591215,-0.1434902718092359,-0.39805408416820115,-0.22924660187912674,-0.4884151598887745,-0.27962321982807187,-0.1962006597944854,-0.48268021207464146,-0.23858119486823914,-0.673882455370046,-0.2542906152153174,-0.7957807020026646,-0.26237516563916513,-0.8996587033044432,-0.10711676123422169,-0.5228206085154595,-0.12818694479123194,-0.746979936621965,-0.138151625486468,-0.886315107865374,-0.14477899456923246,-1.0,-0.017457531314029058,-0.515191500334116,-0.018926794126514733,-0.7287538678367896,-0.023510445917853496,-0.8575024549014018,-0.031853773664643,-0.9685823771961058,0.07371782583594404,-0.4666693395298291,0.11003550832133265,-0.6245152248705274,0.1265434749556213,-0.7314915877153065,0.1349253854659217,-0.8302904507514164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
left_only,0.0,0.0,-0.14659153139387876,-0.04495956829365195,-0.27293996747646737,-0.14352689037565117,-0.3675365989165981,-0.21916786604981453,-0.4447102927953097,-0.2875281319807977,-0.18519940647933356,-0.4826716145281324,-0.23032322298743244,-0.6722590930078381,-0.2519914598882396,-0.7946606007507694,-0.26590036059045047,-0.8997912397240471,-0.0970232695575678,-0.5172386057275301,-0.1194440456443004,-0.7407940466584237,-0.13269187711051997,-0.8821251114044336,-0.1425176387867585,-1.0,-0.009474596607578404,-0.5022773034817838,-0.012714422464701548,-0.71698889276421,-0.02210440936859089,-0.8490799514970648,-0.03492630902446503,-0.9667814945951202,0.07890794424469086,-0.4449036722003335,0.1157821655073182,-0.6020901082407664,0.13052324390621228,-0.7092711157385184,0.13689273398510313,-0.8092927106006116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
left_only,0.0,0.0,-0.1557324251659086,-0.011818726574039562,-0.29970984715193927,-0.08351418915126832,-0.4122034074902169,-0.1475902263615024,-0.5113155080644572,-0.18590016718582442,-0.22931608338704437,-0.4494540349718618,-0.29558690328213233,-0.6434525596695846,-0.32946434346406106,-0.7681239576053192,-0.354672180636192,-0.8777520037509221,-0.15123599979161545,-0.5045933946624862,-0.1945311133498749,-0.7342213753733242,-0.2202804987035108,-0.878525392338042,-0.2399748529164904,-1.0,-0.07032213786450625,-0.5083777891253964,-0.09174704027232942,-0.7222039787860492,-0.11127040841108535,-0.8599336642486843,-0.13166491460889013,-0.9820781225658582,0.014323267369217926,-0.4714913061106255,0.03063172483775324,-0.6335689404324685,0.032617216943678036,-0.7449835066641532,0.029171220884360916,-0.8510365999290788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
left_only,0.0,0.0,-0.15869928501299285,-0.044964454652059505,-0.28835747150006075,-0.1512659676810415,-0.383339780509985,-0.24501818081701696,-0.4646241841492776,-0.3129911779735329,-0.17184378545336718,-0.4906614714788312,-0.20400661852393914,-0.6863344530615041,-0.21069192699411396,-0.8078493219352189,-0.20977629338223347,-0.9119371876005673,-0.07834057689340365,-0.5262168813271502,-0.09070168593899797,-0.7504281977558518,-0.09515358258374423,-0.8888254828983226,-0.09588036192571868,-1.0,0.01105527243693492,-0.5122453694630275,0.020612758023666602,-0.725150971463379,0.022747651608763613,-0.8534959131239399,0.020576933209000586,-0.9642205744896029,0.09930395370505153,-0.45657062207081694,0.14367663549262796,-0.6074813822916283,0.1651351466254932,-0.7084150333527366,0.1785575105203604,-0.8027811057937184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
right_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16579228110653874,-0.0072400763260575185,0.3178797268063961,-0.11412990752751674,0.4328519967513462,-0.22480165946542305,0.5405603520868612,-0.2627240132483552,0.2811612063340382,-0.449296744853753,0.3817264429768492,-0.6167369619059074,0.4361178415740923,-0.7325667224096654,0.47640408205389273,-0.8342200964636766,0.19797361984505002,-0.5232279144464639,0.2647355403190468,-0.7440501850876524,0.30517615660514424,-0.8839543769638291,0.3335131710240394,-0.9996612213189207,0.1102549831037571,-0.5414468382499698,0.14902720607124403,-0.756418586732471,0.1761617624651444,-0.888372711102182,0.20102045043926334,-1.0,0.017315762302746084,-0.5126545470006999,-0.0005336108048394695,-0.6808936903674024,-0.009782520933995403,-0.7944528543794336,-0.011879716835575612,-0.8976185268387841
right_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16365302681563465,-0.0010556950867153122,0.31443243854604647,-0.10449748960512294,0.42783384287469944,-0.21564536853716154,0.524793501656884,-0.27161679690870466,0.27963391143541416,-0.4445906995291698,0.38448166700480624,-0.6093012287292715,0.44029125477767905,-0.722774516868501,0.48002580354790036,-0.8214675490943689,0.19590501309416372,-0.520805611717819,0.2696691129316235,-0.7443283498555328,0.3109177691182952,-0.8849636325052411,0.33849124451689183,-1.0,0.10702210966449557,-0.5405176333960641,0.14951331220543962,-0.7579741474801606,0.1772797603639781,-0.8891380239122982,0.20122902077109817,-0.9992608735194733,0.012809543464927929,-0.5133129050387462,-0.004056742153412761,-0.6813070027540886,-0.013323690525328986,-0.7955148699795017,-0.015614411275672374,-0.8992642549152668
right_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16308266971506252,-0.007273142963071671,0.3127000393922776,-0.1041657874207327,0.42847724902871004,-0.2075052947855438,0.5322019665242881,-0.25757482601744075,0.27942224659565756,-0.4475742544432172,0.39189402704936394,-0.6057721581561325,0.4540352058825801,-0.7123379393976843,0.4986328253531788,-0.8028431646674442,0.20296260823221363,-0.5227261927749929,0.2877324414715719,-0.7438830281075487,0.33504408073099706,-0.8808958576316744,0.365941900252574,-0.992006240972603,0.11782400148300338,-0.5428604354777665,0.16977583476870553,-0.7640545312705168,0.20299857106444114,-0.8932340133006866,0.2307076861285115,-1.0,0.024819791916086725,-0.5171745695814377,0.0123013895432813,-0.6881867348436281,0.007293534259695521,-0.804938092332409,0.00860747526396688,-0.9088790811558157
right_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16136206584561053,-0.03494378870333285,0.3068278781799126,-0.15313118236214965,0.4200857773335552,-0.26468118594480766,0.5097924973069342,-0.3356909247022447,0.2472621206177717,-0.4613478566596754,0.3262548715040241,-0.6457962062688014,0.36825886464961,-0.7640350930458787,0.399437036911093,-0.8628235474143532,0.15797536102869647,-0.5234520792168188,0.21269706137032418,-0.7507729432810589,0.24085857487937373,-0.8900977154786613,0.2589048482471087,-1.0,0.06501491964523184,-0.5345696741967255,0.09546429425888166,-0.7456197451819322,0.11223213559206763,-0.8727676700942786,0.1281609670018982,-0.9776423317152674,-0.03473098489089896,-0.5021455263531821,-0.05755442907612359,-0.6587785443721301,-0.07159668743798663,-0.7614810829585711,-0.07770976462544221,-0.8559415043034402
right_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15960103366852613,-0.043889567565056645,0.30070303784532326,-0.17246519315437198,0.4113873720348182,-0.291389727472133,0.5000677629036498,-0.36790021701153497,0.2384273789612874,-0.4633162222628104,0.31317378336251384,-0.6466326001766153,0.3503847680423215,-0.766090847162154,0.3768426402494502,-0.8676420552449157,0.1478138149012966,-0.5191719464375744,0.19606945366257733,-0.7451064178553093,0.2202480420199316,-0.8859965299556419,0.2348259432754271,-1.0,0.054916224500293424,-0.5240553747869223,0.083444710942727,-0.7366304915920494,0.09963806887702428,-0.8660652377094692,0.11441977565341194,-0.9736694454422592,-0.04212840088302755,-0.4854291212796068,-0.0699145962449684,-0.6412478053817791,-0.08651991250468473,-0.7458733030089526,-0.09507374026664475,-0.8425558574266075
