label,coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41
open_hand,0.0,0.0,0.16053107770370065,-0.0026901387050622563,0.3177132415776175,-0.06572220519355737,0.4461661937186769,-0.12416180178692661,0.5539504697130314,-0.13263183040972137,0.26514655825311073,-0.43696442043451494,0.34987860855217606,-0.6166086862585115,0.3978179107789692,-0.7358218067813511,0.43780272843124424,-0.8451662549047678,0.18014824599384802,-0.508871031723378,0.24093267509980798,-0.7350481247634162,0.27805352992512167,-0.8790236075846162,0.3079173923366324,-1.0,0.0886863112076817,-0.5287804441056276,0.12346079654922157,-0.7426065099073162,0.15113059600229403,-0.8778003249010703,0.1781198099776656,-0.9968626758697574,-0.010604222894195782,-0.5047296994650462,-0.027968264619011193,-0.6724820532998186,-0.037968531027349595,-0.7846817547468257,-0.04091065981733756,-0.8926293888212133
open_hand,0.0,0.0,-0.14691803188952857,-0.053074563614556924,-0.28204167845385947,-0.14574364703903633,-0.38487445461401737,-0.22179599682515203,-0.4691930382747706,-0.2757835166154276,-0.17182677885916478,-0.461673613681328,-0.2094055041524799,-0.6672214549584627,-0.22128029412656533,-0.7951442860288632,-0.2240974095507322,-0.9049588658674429,-0.08103471243583953,-0.4962572658035735,-0.09635316083961987,-0.7313900430653205,-0.10293646181613887,-0.8775542813715261,-0.1047577179661576,-1.0,0.006648033532826958,-0.4821043441110011,0.01050734311355192,-0.7005784251386724,0.012919596146073442,-0.8312893555487896,0.01354602558571323,-0.9431940019948984,0.09282909776103716,-0.4270929142721772,0.1377149930026378,-0.5796352967777609,0.16575872631767946,-0.6806268291915665,0.1870933276520105,-0.7738670354681033
open_hand,0.0,0.0,0.15156005656699673,-0.011963123845519393,0.29183501596067435,-0.08496592126720903,0.4120191096265082,-0.16657736407458842,0.511753804482994,-0.2072647415509847,0.22959101202381305,-0.4148301863846829,0.30344077382456414,-0.6065371364761076,0.34441910929972025,-0.7354869671707643,0.37700722213073457,-0.850500866746722,0.1405822567906831,-0.48017138161399875,0.19136090497857963,-0.7102941243407199,0.21894075882733072,-0.8669818342071605,0.23902643096073212,-1.0,0.05074707813628622,-0.4900651790267017,0.08119578018700908,-0.7079767308295384,0.10030114678066587,-0.8519192432244308,0.11739157379566673,-0.9737106668376857,-0.0368963453084394,-0.459234776961962,-0.060205664005717856,-0.6338091677329096,-0.07475327216874117,-0.7498506112160399,-0.08186563716008653,-0.8573591540953476
open_hand,0.0,0.0,0.1682747649585817,-0.018634670931049327,0.32513534714593895,-0.11398020281402764,0.45029617707772973,-0.19051233338326087,0.5490314458016013,-0.21338916446506653,0.27184222339718866,-0.46398166116623,0.3473016427186229,-0.6475182463983635,0.38488622988762355,-0.7635322474567106,0.4165915743208081,-0.8660206349161097,0.1889403832198706,-0.5268140530765639,0.24079587871860622,-0.7476664720004053,0.2739345750306857,-0.8855553174920465,0.30012482617647906,-1.0,0.10178607574089227,-0.5442732702023996,0.13298439607003687,-0.7547974853183408,0.15859317039409063,-0.8835936693040546,0.1831999580696329,-0.994786774653444,0.007399437843603678,-0.5203420395132305,-0.004447754916127204,-0.6827838342645223,-0.008564365196830398,-0.7915633118937284,-0.006576400878871021,-0.8917654855622036
open_hand,0.0,0.0,0.146825475337074,-0.022323461769501743,0.2886329993785538,-0.11696727979961564,0.4020878204237475,-0.21032465560136027,0.49909511632226006,-0.25241966595745746,0.21753571229983962,-0.4647831273702945,0.2782656894308186,-0.6551259858842662,0.31009334780861475,-0.7765795109965821,0.33510610756587306,-0.8835350357849148,0.13349846042913885,-0.516069142902125,0.17436611550357672,-0.7350077874988477,0.19898884018255264,-0.8792009087449943,0.21752913007520613,-1.0,0.04656721103832948,-0.5187729830140718,0.06192036480219669,-0.7304621873582023,0.07521305264329321,-0.8605475347023875,0.08897047615851267,-0.974284664300612,-0.04250417980831414,-0.48110597293641805,-0.07605037284667018,-0.6426675184779692,-0.09585896558120298,-0.7491712806977067,-0.1047236531438561,-0.8519137990331248
open_hand,0.0,0.0,-0.1461344279520008,-0.0654058595059891,-0.27483688753772484,-0.18944176316436884,-0.3657096991413153,-0.3064319160886589,-0.4397844996001657,-0.4002374424225647,-0.1649718625163583,-0.48083945795332395,-0.20010997514593507,-0.6780326865640095,-0.21299372449933912,-0.7990321816112519,-0.2179716933595035,-0.9073470328078825,-0.07381374365984802,-0.5122321343559957,-0.08870418494588803,-0.738627680064424,-0.09535132712596806,-0.8801765857096846,-0.10041596154275557,-1.0,0.011396520695940321,-0.4965582576406654,0.015125922469708631,-0.7044905943686868,0.0139247961620145,-0.8328687206977823,0.007474307936106812,-0.9451304326565888,0.09524253137369347,-0.443666427452945,0.13166671315774636,-0.5984157297720238,0.15160085131019704,-0.6992145967060065,0.16284179805586893,-0.7942756472237438
open_hand,0.0,0.0,-0.14257782724853796,-0.031759615353427015,-0.26175287949737325,-0.11260853864359537,-0.35721643001070746,-0.1922940941787283,-0.45248559034966984,-0.24171956422002644,-0.18232199085812067,-0.442620615611833,-0.23611621676265893,-0.6400720185187387,-0.2631788879746769,-0.7670410130381522,-0.2788896685519135,-0.8801673097985622,-0.09319574022877404,-0.485561247456034,-0.11414136035460372,-0.7162770213604843,-0.1271104961503988,-0.8687106782239397,-0.13554581337173743,-1.0,-0.0036246221667688397,-0.4717065213826489,0.004240724142367669,-0.6946441655196971,0.006786131704906795,-0.8324849091956869,0.0065259236754348126,-0.9553687367620967,0.08674730232388836,-0.41103273034987886,0.15000740619806877,-0.5540105103140769,0.18650248332884636,-0.6545711829338131,0.2144138489777104,-0.7508048609166459
open_hand,0.0,0.0,-0.14489796639266955,-0.05023423397964626,-0.2467820822132656,-0.19682408254531197,-0.281288763763145,-0.36519094431865146,-0.3197634699551031,-0.5162624296609242,-0.2142837866001632,-0.4690807614458853,-0.24677303924858615,-0.6696959656367342,-0.2511347154468673,-0.791850381323452,-0.24358708975495685,-0.9022449866298354,-0.1349013928285051,-0.5048858149088815,-0.17126753399059674,-0.7340017591392228,-0.1825378939076558,-0.8732124072301328,-0.1872545064696054,-1.0,-0.05875892374590682,-0.49434454401910327,-0.09000392097296649,-0.7067795388794496,-0.10660524986488538,-0.833583875263606,-0.11938649136502845,-0.9488431010304035,0.027410497610325935,-0.4524667158848859,0.0027148675523591187,-0.6129442268088579,-0.014735369648843312,-0.7136863150978654,-0.03629747114905702,-0.8077180997057504
open_hand,0.0,0.0,-0.14787150721472916,-0.02039555262825482,-0.28382998098013584,-0.0805756941433312,-0.40127801056426937,-0.11974758594804559,-0.5049507370917357,-0.12660807868027138,-0.2051795809253762,-0.4463882685788602,-0.27330763863410074,-0.642892506221742,-0.30402849001246157,-0.7675945129453356,-0.32060272300586456,-0.8767253202896099,-0.10804981358550628,-0.4969902963731253,-0.13396298875619145,-0.7276978061184782,-0.13935081167628643,-0.877756818733153,-0.13298286095781406,-1.0,-0.013477594428555489,-0.4815421320331403,0.016447045437770993,-0.6997022779766744,0.04411526152882523,-0.8324092645049739,0.06814707891241044,-0.9475207669349326,0.07542925297705279,-0.41334964334573326,0.15486153166501304,-0.5399472737591913,0.2072021242665953,-0.6265181298191793,0.25112998675347303,-0.7114606636819452
open_hand,0.0,0.0,0.17007519177870192,0.1638906068911236,0.3757570476183356,0.2620392594163786,0.5621807523819544,0.3233187347464926,0.7054009564304096,0.39016598784037504,0.5619796875416677,-0.15299025928995993,0.7737023033082084,-0.2374348143213063,0.8955197018438271,-0.3032827684642406,1.0,-0.36283924531282935,0.5206682270577709,-0.3147320833318921,0.7293988596432405,-0.4602379773100225,0.8584472282341452,-0.5591558534806366,0.9572412520336615,-0.6367421113571173,0.44297608098293706,-0.4303280760047412,0.6209854118643654,-0.5887680627804321,0.7337914904048444,-0.6841881694653026,0.8259923280708721,-0.7568135261963944,0.3310971099662887,-0.5159687548362398,0.43139354113232087,-0.6811648326659625,0.5003580002997005,-0.7908656756319791,0.5657519406606554,-0.883959142999613
